Gene ID	source_id	Input Ortholog(s)	
PF3D7_0823700	PF3D7_0823700.1	PBANKA_0706900	
PF3D7_0823800	PF3D7_0823800.1	PBANKA_0706800	
PF3D7_0823900	PF3D7_0823900.1	PBANKA_0706700	
PF3D7_0824100	PF3D7_0824100.1	PBANKA_0706500	
PF3D7_0824200	PF3D7_0824200.1	PBANKA_0706400	
PF3D7_0824300	PF3D7_0824300.1	PBANKA_0706300	
PF3D7_0824400	PF3D7_0824400.1	PBANKA_0706200	
PF3D7_0824500	PF3D7_0824500.1	PBANKA_0706100	
PF3D7_0824600	PF3D7_0824600.1	PBANKA_0706000	
PF3D7_0824700	PF3D7_0824700.1	PBANKA_0705900	
PF3D7_0824800	PF3D7_0824800.1	PBANKA_0705800	
PF3D7_0824900	PF3D7_0824900.1	PBANKA_0705700	
PF3D7_0825100	PF3D7_0825100.1	PBANKA_0705500	
PF3D7_0825200	PF3D7_0825200.1	PBANKA_0705400	
PF3D7_0825300	PF3D7_0825300.1	PBANKA_0705300	
PF3D7_0825400	PF3D7_0825400.1	PBANKA_0705200	
PF3D7_0825500	PF3D7_0825500.1	PBANKA_0705100	
PF3D7_0825600	PF3D7_0825600.1	PBANKA_0705000	
PF3D7_0825700	PF3D7_0825700.1	PBANKA_0704900	
PF3D7_0825800	PF3D7_0825800.1	PBANKA_0704800	
PF3D7_0826000	PF3D7_0826000.1	PBANKA_0704600	
PF3D7_0826100	PF3D7_0826100.1	PBANKA_0704500	
PF3D7_0826200	PF3D7_0826200.1	PBANKA_0704400	
PF3D7_0826300	PF3D7_0826300.1	PBANKA_0704300	
PF3D7_0826400	PF3D7_0826400.1	PBANKA_0704200	
PF3D7_0826500	PF3D7_0826500.1	PBANKA_0704100	
PF3D7_0826600	PF3D7_0826600.1	PBANKA_0704000	
PF3D7_0826700	PF3D7_0826700.1	PBANKA_0703900	
PF3D7_0827000	PF3D7_0827000.1	PBANKA_0703700	
PF3D7_0827100	PF3D7_0827100.1	PBANKA_0703600	
PF3D7_0827400	PF3D7_0827400.1	PBANKA_0703300	
PF3D7_0827500	PF3D7_0827500.1	PBANKA_0703200	
PF3D7_0827800	PF3D7_0827800.1	PBANKA_0702900	
PF3D7_0827900	PF3D7_0827900.1	PBANKA_0702800	
PF3D7_0828000	PF3D7_0828000.1	PBANKA_0702700	
PF3D7_0828100	PF3D7_0828100.1	PBANKA_0702600	
PF3D7_0828200	PF3D7_0828200.1	PBANKA_0702500	
PF3D7_0828300	PF3D7_0828300.1	PBANKA_0702400	
PF3D7_0828400	PF3D7_0828400.1	PBANKA_0702300	
PF3D7_0828500	PF3D7_0828500.1	PBANKA_0702200	
PF3D7_0828600	PF3D7_0828600.1	PBANKA_0702100	
PF3D7_0828700	PF3D7_0828700.1	PBANKA_0702000	
PF3D7_0828800	PF3D7_0828800.1	PBANKA_0701900	
PF3D7_0828900	PF3D7_0828900.1	PBANKA_0701800	
PF3D7_0829000	PF3D7_0829000.1	PBANKA_0701700	
PF3D7_0829100	PF3D7_0829100.1	PBANKA_0701600	
PF3D7_0829200	PF3D7_0829200.1	PBANKA_0701500	
PF3D7_0829300	PF3D7_0829300.1	PBANKA_0701400	
PF3D7_0829400	PF3D7_0829400.1	PBANKA_0701300	
PF3D7_0903000	PF3D7_0903000.1	PBANKA_0418400	
PF3D7_0903100	PF3D7_0903100.1	PBANKA_0418300	
PF3D7_0903200	PF3D7_0903200.1	PBANKA_0418200	
PF3D7_0903400	PF3D7_0903400.1	PBANKA_0418000	
PF3D7_0903600	PF3D7_0903600.1	PBANKA_0417800	
PF3D7_0903600	PF3D7_0903600.2	PBANKA_0417800	
PF3D7_0903700	PF3D7_0903700.1	PBANKA_0417700	
PF3D7_0903800	PF3D7_0903800.1	PBANKA_0417600	
PF3D7_0903900	PF3D7_0903900.1	PBANKA_0417500	
PF3D7_0904000	PF3D7_0904000.1	PBANKA_0417400	
PF3D7_0904100	PF3D7_0904100.1	PBANKA_0417300	
PF3D7_0904200	PF3D7_0904200.1	PBANKA_0417200	
PF3D7_0904300	PF3D7_0904300.1	PBANKA_0417100	
PF3D7_0904400	PF3D7_0904400.1	PBANKA_0417000	
PF3D7_0904500	PF3D7_0904500.1	PBANKA_0416900	
PF3D7_0904700	PF3D7_0904700.1	PBANKA_0416700	
PF3D7_0904800	PF3D7_0904800.1	PBANKA_0416600	
PF3D7_0904900	PF3D7_0904900.1	PBANKA_0416500	
PF3D7_0905000	PF3D7_0905000.1	PBANKA_0416400	
PF3D7_0905100	PF3D7_0905100.1	PBANKA_0416300	
PF3D7_0905200	PF3D7_0905200.1	PBANKA_0416200	
PF3D7_0905300	PF3D7_0905300.1	PBANKA_0416100	
PF3D7_0905400	PF3D7_0905400.1	PBANKA_0416000	
PF3D7_0905500	PF3D7_0905500.1	PBANKA_0415900	
PF3D7_0905600	PF3D7_0905600.1	PBANKA_0415800	
PF3D7_0905700	PF3D7_0905700.3	PBANKA_0415700	
PF3D7_0905700	PF3D7_0905700.2	PBANKA_0415700	
PF3D7_0905700	PF3D7_0905700.1	PBANKA_0415700	
PF3D7_0905800	PF3D7_0905800.1	PBANKA_0415600	
PF3D7_0905900	PF3D7_0905900.1	PBANKA_0415500	
PF3D7_0906000	PF3D7_0906000.1	PBANKA_0415300	
PF3D7_0906100	PF3D7_0906100.1	PBANKA_0415200	
PF3D7_0906200	PF3D7_0906200.1	PBANKA_0415100	
PF3D7_0906300	PF3D7_0906300.1	PBANKA_0415000	
PF3D7_0906400	PF3D7_0906400.1	PBANKA_0414900	
PF3D7_0906500	PF3D7_0906500.1	PBANKA_0414800	
PF3D7_0906890	PF3D7_0906890.1	PBANKA_0808380	
PF3D7_0906910	PF3D7_0906910.1	PBANKA_0808420	
PF3D7_0907000	PF3D7_0907000.1	PBANKA_0808500	
PF3D7_0907100	PF3D7_0907100.1	PBANKA_0808600	
PF3D7_0907200	PF3D7_0907200.1	PBANKA_0808700	
PF3D7_0907300	PF3D7_0907300.1	PBANKA_0808800	
PF3D7_0907400	PF3D7_0907400.1	PBANKA_0808900	
PF3D7_0907600	PF3D7_0907600.1	PBANKA_0809000	
PF3D7_0907700	PF3D7_0907700.1	PBANKA_0809100	
PF3D7_0907800	PF3D7_0907800.1	PBANKA_0809200	
PF3D7_0907900	PF3D7_0907900.1	PBANKA_0809300	
PF3D7_0908000	PF3D7_0908000.1	PBANKA_0809400	
PF3D7_0908100	PF3D7_0908100.1	PBANKA_0809500	
PF3D7_0908300	PF3D7_0908300.2	PBANKA_0809700	
PF3D7_0908300	PF3D7_0908300.1	PBANKA_0809700	
PF3D7_0908600	PF3D7_0908600.1	PBANKA_0809800	
PF3D7_0908700	PF3D7_0908700.1	PBANKA_0809900	
PF3D7_0908800	PF3D7_0908800.1	PBANKA_0810000	
PF3D7_0908900	PF3D7_0908900.1	PBANKA_0810100	
PF3D7_0909100	PF3D7_0909100.1	PBANKA_0810300	
PF3D7_0909200	PF3D7_0909200.1	PBANKA_0810400	
PF3D7_0909300	PF3D7_0909300.1	PBANKA_0810500	
PF3D7_0909400	PF3D7_0909400.1	PBANKA_0810600	
PF3D7_0909500	PF3D7_0909500.1	PBANKA_0810700	
PF3D7_0909600	PF3D7_0909600.1	PBANKA_0810800	
PF3D7_0909700	PF3D7_0909700.1	PBANKA_0810900	
PF3D7_0909800	PF3D7_0909800.1	PBANKA_0811000	
PF3D7_0909900	PF3D7_0909900.1	PBANKA_0811100	
PF3D7_0910100	PF3D7_0910100.1	PBANKA_0811300	
PF3D7_0910300	PF3D7_0910300.1	PBANKA_0811500	
PF3D7_0910400	PF3D7_0910400.1	PBANKA_0811600	
PF3D7_0910600	PF3D7_0910600.1	PBANKA_0811700	
PF3D7_0910700	PF3D7_0910700.1	PBANKA_0811800	
PF3D7_0910800	PF3D7_0910800.1	PBANKA_0811900	
PF3D7_0910900	PF3D7_0910900.1	PBANKA_0812000	
PF3D7_0911000	PF3D7_0911000.1	PBANKA_0812100	
PF3D7_0911100	PF3D7_0911100.1	PBANKA_0812200	
PF3D7_0911200	PF3D7_0911200.1	PBANKA_0812300	
PF3D7_0911300	PF3D7_0911300.1	PBANKA_0812400	
PF3D7_0911400	PF3D7_0911400.1	PBANKA_0812500	
PF3D7_0911500	PF3D7_0911500.2	PBANKA_0812600	
PF3D7_0911500	PF3D7_0911500.1	PBANKA_0812600	
PF3D7_0911700	PF3D7_0911700.1	PBANKA_0812800	
PF3D7_0911800	PF3D7_0911800.1	PBANKA_0812900	
PF3D7_0911900	PF3D7_0911900.1	PBANKA_0813000	
PF3D7_0912100	PF3D7_0912100.1	PBANKA_0813200	
PF3D7_0912200	PF3D7_0912200.1	PBANKA_0813300	
PF3D7_0912400	PF3D7_0912400.1	PBANKA_0813400	
PF3D7_0912500	PF3D7_0912500.1	PBANKA_0813500	
PF3D7_0912700	PF3D7_0912700.1	PBANKA_0813700	
PF3D7_0912800	PF3D7_0912800.1	PBANKA_0813800	
PF3D7_0912900	PF3D7_0912900.1	PBANKA_0813900	
PF3D7_0913000	PF3D7_0913000.1	PBANKA_0814000	
PF3D7_0913100	PF3D7_0913100.1	PBANKA_0814100	
PF3D7_0913200	PF3D7_0913200.1	PBANKA_0814200	
PF3D7_0913300	PF3D7_0913300.1	PBANKA_0814300	
PF3D7_0913400	PF3D7_0913400.1	PBANKA_0814400	
PF3D7_0913500	PF3D7_0913500.1	PBANKA_0814500	
PF3D7_0913600	PF3D7_0913600.1	PBANKA_0814600	
PF3D7_0913700	PF3D7_0913700.1	PBANKA_0814700	
PF3D7_0913800	PF3D7_0913800.1	PBANKA_0814800	
PF3D7_0913900	PF3D7_0913900.1	PBANKA_0814900	
PF3D7_0914000	PF3D7_0914000.1	PBANKA_0815000	
PF3D7_0914200	PF3D7_0914200.1	PBANKA_0815200	
PF3D7_0914300	PF3D7_0914300.1	PBANKA_0815300	
PF3D7_0914400	PF3D7_0914400.1	PBANKA_0815400	
PF3D7_0914600	PF3D7_0914600.1	PBANKA_0815600	
PF3D7_0914700	PF3D7_0914700.1	PBANKA_0815700	
PF3D7_0914800	PF3D7_0914800.1	PBANKA_0815800	
PF3D7_0914900	PF3D7_0914900.1	PBANKA_0815900	
PF3D7_0915000	PF3D7_0915000.1	PBANKA_0816000	
PF3D7_0915100	PF3D7_0915100.1	PBANKA_0816100	
PF3D7_0915200	PF3D7_0915200.1	PBANKA_0816200	
PF3D7_0915300	PF3D7_0915300.1	PBANKA_0816300	
PF3D7_0915400	PF3D7_0915400.1	PBANKA_0816400	
PF3D7_0915500	PF3D7_0915500.1	PBANKA_0816500	
PF3D7_0915600	PF3D7_0915600.1	PBANKA_0816600	
PF3D7_0915700	PF3D7_0915700.1	PBANKA_0816700	
PF3D7_0915800	PF3D7_0915800.1	PBANKA_0816800	
PF3D7_0915900	PF3D7_0915900.1	PBANKA_0816900	
PF3D7_0916000	PF3D7_0916000.1	PBANKA_0817000	
PF3D7_0916100	PF3D7_0916100.1	PBANKA_0817100	
PF3D7_0916200	PF3D7_0916200.1	PBANKA_0817200	
PF3D7_0916300	PF3D7_0916300.1	PBANKA_0817300	
PF3D7_0916500	PF3D7_0916500.1	PBANKA_0817500	
PF3D7_0916600	PF3D7_0916600.1	PBANKA_0817600	
PF3D7_0916700	PF3D7_0916700.1	PBANKA_0817700	
PF3D7_0916800	PF3D7_0916800.1	PBANKA_0817800	
PF3D7_0916900	PF3D7_0916900.1	PBANKA_0817900	
PF3D7_0917000	PF3D7_0917000.1	PBANKA_0818000	
PF3D7_0917100	PF3D7_0917100.1	PBANKA_0818100	
PF3D7_0917200	PF3D7_0917200.1	PBANKA_0818200	
PF3D7_0917300	PF3D7_0917300.1	PBANKA_0818300	
PF3D7_0917500	PF3D7_0917500.1	PBANKA_0818500	
PF3D7_0917600	PF3D7_0917600.1	PBANKA_0818600	
PF3D7_0917700	PF3D7_0917700.1	PBANKA_0818700	
PF3D7_0917800	PF3D7_0917800.1	PBANKA_0818800	
PF3D7_0917900	PF3D7_0917900.1	PBANKA_0818900	
PF3D7_0918000	PF3D7_0918000.1	PBANKA_0819000	
PF3D7_0918100	PF3D7_0918100.1	PBANKA_0819100	
PF3D7_0918200	PF3D7_0918200.1	PBANKA_0819200	
PF3D7_0918300	PF3D7_0918300.1	PBANKA_0819300	
PF3D7_0918400	PF3D7_0918400.1	PBANKA_0819400	
PF3D7_0918600	PF3D7_0918600.1	PBANKA_0819500	
PF3D7_0918800	PF3D7_0918800.1	PBANKA_0819700	
PF3D7_0918900	PF3D7_0918900.1	PBANKA_0819800	
PF3D7_0919000	PF3D7_0919000.1	PBANKA_0819900	
PF3D7_0919100	PF3D7_0919100.1	PBANKA_0820000	
PF3D7_0919200	PF3D7_0919200.1	PBANKA_0820100	
PF3D7_0919300	PF3D7_0919300.1	PBANKA_0820200	
PF3D7_0919400	PF3D7_0919400.1	PBANKA_0820300	
PF3D7_0919500	PF3D7_0919500.1	PBANKA_0820400	
PF3D7_0919600	PF3D7_0919600.1	PBANKA_0820500	
PF3D7_0919700	PF3D7_0919700.1	PBANKA_0820600	
PF3D7_0919800	PF3D7_0919800.1	PBANKA_0820700	
PF3D7_0920000	PF3D7_0920000.1	PBANKA_0820900	
PF3D7_0920100	PF3D7_0920100.1	PBANKA_0821000	
PF3D7_0920200	PF3D7_0920200.1	PBANKA_0821100	
PF3D7_0920300	PF3D7_0920300.1	PBANKA_0821200	
PF3D7_0920400	PF3D7_0920400.1	PBANKA_0821300	
PF3D7_0920500	PF3D7_0920500.1	PBANKA_0821400	
PF3D7_0920700	PF3D7_0920700.1	PBANKA_0821600	
PF3D7_0920800	PF3D7_0920800.1	PBANKA_0821700	
PF3D7_0920900	PF3D7_0920900.1	PBANKA_0821800	
PF3D7_0921000	PF3D7_0921000.1	PBANKA_0821900	
PF3D7_0921000	PF3D7_0921000.2	PBANKA_0821900	
PF3D7_0921100	PF3D7_0921100.1	PBANKA_0822000	
PF3D7_0921300	PF3D7_0921300.1	PBANKA_0822200	
PF3D7_0921400	PF3D7_0921400.1	PBANKA_0822300	
PF3D7_0921500	PF3D7_0921500.1	PBANKA_0822400	
PF3D7_0921600	PF3D7_0921600.1	PBANKA_0822500	
PF3D7_0921700	PF3D7_0921700.1	PBANKA_0822600	
PF3D7_0921800	PF3D7_0921800.1	PBANKA_0822700	
PF3D7_0921900	PF3D7_0921900.1	PBANKA_0822800	
PF3D7_0922000	PF3D7_0922000.1	PBANKA_0822900	
PF3D7_0922200	PF3D7_0922200.1	PBANKA_0823100	
PF3D7_0922300	PF3D7_0922300.1	PBANKA_0823200	
PF3D7_0922400	PF3D7_0922400.1	PBANKA_0823300	
PF3D7_0922500	PF3D7_0922500.1	PBANKA_0823400	
PF3D7_0922600	PF3D7_0922600.1	PBANKA_0823500	
PF3D7_0922700	PF3D7_0922700.1	PBANKA_0823600	
PF3D7_0922900	PF3D7_0922900.1	PBANKA_0823800	
PF3D7_0923000	PF3D7_0923000.1	PBANKA_0823900	
PF3D7_0923100	PF3D7_0923100.1	PBANKA_0824000	
PF3D7_0923200	PF3D7_0923200.1	PBANKA_0824100	
PF3D7_0923300	PF3D7_0923300.1	PBANKA_0824200	
PF3D7_0923500	PF3D7_0923500.1	PBANKA_0824400	
PF3D7_0923600	PF3D7_0923600.1	PBANKA_0824500	
PF3D7_0923700	PF3D7_0923700.1	PBANKA_0824600	
PF3D7_0923800	PF3D7_0923800.1	PBANKA_0824700	
PF3D7_0923800	PF3D7_0923800.2	PBANKA_0824700	
PF3D7_0923900	PF3D7_0923900.1	PBANKA_0824800	
PF3D7_0924000	PF3D7_0924000.1	PBANKA_0824900	
PF3D7_0924100	PF3D7_0924100.1	PBANKA_0825000	
PF3D7_0924200	PF3D7_0924200.1	PBANKA_0825100	
PF3D7_0924300	PF3D7_0924300.1	PBANKA_0825200	
PF3D7_0924500	PF3D7_0924500.1	PBANKA_0825400	
PF3D7_0924700	PF3D7_0924700.1	PBANKA_0825600	
PF3D7_0925000	PF3D7_0925000.1	PBANKA_0825800	
PF3D7_0925200	PF3D7_0925200.1	PBANKA_0826000	
PF3D7_0925300	PF3D7_0925300.1	PBANKA_0826100	
PF3D7_0925400	PF3D7_0925400.1	PBANKA_0826200	
PF3D7_0925500	PF3D7_0925500.1	PBANKA_0826300	
PF3D7_0925600	PF3D7_0925600.1	PBANKA_0826400	
PF3D7_0925700	PF3D7_0925700.1	PBANKA_0826500	
PF3D7_0925800	PF3D7_0925800.1	PBANKA_0826600	
PF3D7_0925900	PF3D7_0925900.1	PBANKA_0826700	
PF3D7_0926100	PF3D7_0926100.1	PBANKA_0826900	
PF3D7_0926200	PF3D7_0926200.1	PBANKA_0827000	
PF3D7_0926400	PF3D7_0926400.1	PBANKA_0827200	
PF3D7_0926500	PF3D7_0926500.1	PBANKA_0827300	
PF3D7_0926700	PF3D7_0926700.1	PBANKA_0827500	
PF3D7_0926900	PF3D7_0926900.1	PBANKA_0827700	
PF3D7_0927000	PF3D7_0927000.1	PBANKA_0827800	
PF3D7_0927100	PF3D7_0927100.1	PBANKA_0827900	
PF3D7_0927300	PF3D7_0927300.1	PBANKA_0828100	
PF3D7_0927400	PF3D7_0927400.1	PBANKA_0828200	
PF3D7_0927500	PF3D7_0927500.1	PBANKA_0828300	
PF3D7_0927600	PF3D7_0927600.1	PBANKA_0828400	
PF3D7_0927700	PF3D7_0927700.1	PBANKA_0828500	
PF3D7_0927800	PF3D7_0927800.1	PBANKA_0828600	
PF3D7_0927900	PF3D7_0927900.1	PBANKA_0828700	
PF3D7_0928000	PF3D7_0928000.1	PBANKA_0828800	
PF3D7_0928000	PF3D7_0928000.2	PBANKA_0828800	
PF3D7_0928200	PF3D7_0928200.1	PBANKA_0829000	
PF3D7_0928300	PF3D7_0928300.1	PBANKA_0829100	
PF3D7_0928400	PF3D7_0928400.1	PBANKA_0829200	
PF3D7_0928500	PF3D7_0928500.1	PBANKA_0829300	
PF3D7_0928600	PF3D7_0928600.1	PBANKA_0829400	
PF3D7_0928700	PF3D7_0928700.1	PBANKA_0829500	
PF3D7_0928800	PF3D7_0928800.1	PBANKA_0829600	
PF3D7_0928900	PF3D7_0928900.1	PBANKA_0829700	
PF3D7_0929000	PF3D7_0929000.1	PBANKA_0829800	
PF3D7_0929100	PF3D7_0929100.1	PBANKA_0829900	
PF3D7_0929200	PF3D7_0929200.1	PBANKA_0830000	
PF3D7_0929400	PF3D7_0929400.1	PBANKA_0830200	
PF3D7_0929500	PF3D7_0929500.1	PBANKA_0830300	
PF3D7_0929600	PF3D7_0929600.1	PBANKA_0830400	
PF3D7_0929700	PF3D7_0929700.1	PBANKA_0830450	
PF3D7_0929800	PF3D7_0929800.1	PBANKA_0830500	
PF3D7_0929900	PF3D7_0929900.1	PBANKA_0830600	
PF3D7_0930000	PF3D7_0930000.1	PBANKA_0830700	
PF3D7_0930100	PF3D7_0930100.1	PBANKA_0830800	
PF3D7_0930200	PF3D7_0930200.1	PBANKA_0830900	
PF3D7_0930300	PF3D7_0930300.1	PBANKA_0831000	
PF3D7_0930400	PF3D7_0930400.1	PBANKA_0831100	
PF3D7_0930400	PF3D7_0930400.2	PBANKA_0831100	
PF3D7_0930600	PF3D7_0930600.1	PBANKA_0831300	
PF3D7_0930700	PF3D7_0930700.1	PBANKA_0831400	
PF3D7_0930800	PF3D7_0930800.1	PBANKA_0831500	
PF3D7_0930900	PF3D7_0930900.1	PBANKA_0831700	
PF3D7_0931000	PF3D7_0931000.1	PBANKA_0831800	
PF3D7_0931100	PF3D7_0931100.1	PBANKA_0831900	
PF3D7_0931200	PF3D7_0931200.1	PBANKA_0832000	
PF3D7_0931400	PF3D7_0931400.1	PBANKA_0832200	
PF3D7_0931500	PF3D7_0931500.1	PBANKA_0832300	
PF3D7_0931600	PF3D7_0931600.1	PBANKA_0832400	
PF3D7_0931700	PF3D7_0931700.1	PBANKA_0832500	
PF3D7_0931800	PF3D7_0931800.1	PBANKA_0832600	
PF3D7_0931900	PF3D7_0931900.1	PBANKA_0832700	
PF3D7_0932000	PF3D7_0932000.1	PBANKA_0832800	
PF3D7_0932100	PF3D7_0932100.1	PBANKA_0832900	
PF3D7_0932200	PF3D7_0932200.1	PBANKA_0833000	
PF3D7_0932300	PF3D7_0932300.1	PBANKA_0833100	
PF3D7_0932400	PF3D7_0932400.1	PBANKA_0833200	
PF3D7_0932500	PF3D7_0932500.1	PBANKA_0833300	
PF3D7_0932600	PF3D7_0932600.1	PBANKA_0833400	
PF3D7_0932700	PF3D7_0932700.1	PBANKA_0833500	
PF3D7_0932800	PF3D7_0932800.1	PBANKA_0833600	
PF3D7_0932900	PF3D7_0932900.1	PBANKA_0833700	
PF3D7_0933000	PF3D7_0933000.1	PBANKA_0833800	
PF3D7_0933100	PF3D7_0933100.1	PBANKA_0833900	
PF3D7_0933200	PF3D7_0933200.1	PBANKA_0834000	
PF3D7_0933300	PF3D7_0933300.1	PBANKA_0834100	
PF3D7_0933400	PF3D7_0933400.1	PBANKA_0834200	
PF3D7_0933500	PF3D7_0933500.1	PBANKA_0834300	
PF3D7_0933600	PF3D7_0933600.1	PBANKA_0834400	
PF3D7_0933700	PF3D7_0933700.1	PBANKA_0834500	
PF3D7_0933800	PF3D7_0933800.1	PBANKA_0834600	
PF3D7_0933900	PF3D7_0933900.1	PBANKA_0834700	
PF3D7_0934000	PF3D7_0934000.1	PBANKA_0834800	
PF3D7_0934100	PF3D7_0934100.1	PBANKA_0834900	
PF3D7_0934200	PF3D7_0934200.1	PBANKA_0835000	
PF3D7_0934300	PF3D7_0934300.1	PBANKA_0835100	
PF3D7_0934400	PF3D7_0934400.1	PBANKA_0835200	
PF3D7_0934500	PF3D7_0934500.1	PBANKA_0835300	
PF3D7_0934600	PF3D7_0934600.1	PBANKA_0835400	
PF3D7_0934700	PF3D7_0934700.1	PBANKA_0835500	
PF3D7_0934800	PF3D7_0934800.1	PBANKA_0835600	
PF3D7_0935000	PF3D7_0935000.1	PBANKA_0835800	
PF3D7_0935100	PF3D7_0935100.1	PBANKA_0835900	
PF3D7_0935200	PF3D7_0935200.1	PBANKA_0836000	
PF3D7_0935300	PF3D7_0935300.1	PBANKA_0836100	
PF3D7_0935800	PF3D7_0935800.1	PBANKA_0836300	
PF3D7_1002300	PF3D7_1002300.1	PBANKA_1200700	
PF3D7_1002400	PF3D7_1002400.2	PBANKA_1200800	
PF3D7_1002400	PF3D7_1002400.1	PBANKA_1200800	
PF3D7_1002500	PF3D7_1002500.1	PBANKA_1200900	
PF3D7_1002700	PF3D7_1002700.1	PBANKA_1201100	
PF3D7_1002900	PF3D7_1002900.1	PBANKA_1201300	
PF3D7_1003000	PF3D7_1003000.1	PBANKA_1201400	
PF3D7_1003100	PF3D7_1003100.1	PBANKA_1201500	
PF3D7_1003200	PF3D7_1003200.1	PBANKA_1201600	
PF3D7_1003300	PF3D7_1003300.1	PBANKA_1201700	
PF3D7_1003500	PF3D7_1003500.1	PBANKA_1201900	
PF3D7_1003600	PF3D7_1003600.1	PBANKA_1202000	
PF3D7_1003700	PF3D7_1003700.1	PBANKA_1202100	
PF3D7_1003800	PF3D7_1003800.1	PBANKA_1202200	
PF3D7_1003900	PF3D7_1003900.1	PBANKA_1202300	
PF3D7_1004000	PF3D7_1004000.1	PBANKA_1202400	
PF3D7_1004200	PF3D7_1004200.1	PBANKA_1202500	
PF3D7_1004300	PF3D7_1004300.1	PBANKA_1202600	
PF3D7_1004400	PF3D7_1004400.1	PBANKA_1202700	
PF3D7_1004500	PF3D7_1004500.1	PBANKA_1202800	
PF3D7_1004700	PF3D7_1004700.1	PBANKA_1203000	
PF3D7_1004800	PF3D7_1004800.1	PBANKA_1203100	
PF3D7_1004900	PF3D7_1004900.1	PBANKA_1203200	
PF3D7_1005000	PF3D7_1005000.1	PBANKA_1203300	
PF3D7_1005100	PF3D7_1005100.1	PBANKA_1203400	
PF3D7_1005200	PF3D7_1005200.1	PBANKA_1203450	
PF3D7_1005300	PF3D7_1005300.1	PBANKA_1203500	
PF3D7_1005400	PF3D7_1005400.1	PBANKA_1203600	
PF3D7_1005500	PF3D7_1005500.1	PBANKA_1203700	
PF3D7_1005600	PF3D7_1005600.1	PBANKA_1203800	
PF3D7_1005700	PF3D7_1005700.1	PBANKA_1203900	
PF3D7_1005800	PF3D7_1005800.1	PBANKA_1204000	
PF3D7_1005900	PF3D7_1005900.1	PBANKA_1204100	
PF3D7_1006000	PF3D7_1006000.1	PBANKA_1204200	
PF3D7_1006100	PF3D7_1006100.1	PBANKA_1204300	
PF3D7_1006200	PF3D7_1006200.1	PBANKA_1204400	
PF3D7_1006300	PF3D7_1006300.1	PBANKA_1204500	
PF3D7_1006400	PF3D7_1006400.1	PBANKA_1204600	
PF3D7_1006500	PF3D7_1006500.1	PBANKA_1204700	
PF3D7_1006600	PF3D7_1006600.1	PBANKA_1204800	
PF3D7_1006700	PF3D7_1006700.1	PBANKA_1204900	
PF3D7_1006800	PF3D7_1006800.1	PBANKA_1205000	
PF3D7_1006900	PF3D7_1006900.1	PBANKA_1205100	
PF3D7_1007000	PF3D7_1007000.1	PBANKA_1205200	
PF3D7_1007100	PF3D7_1007100.1	PBANKA_1205300	
PF3D7_1007200	PF3D7_1007200.1	PBANKA_1205400	
PF3D7_1007300	PF3D7_1007300.1	PBANKA_1205500	
PF3D7_1007400	PF3D7_1007400.1	PBANKA_1205600	
PF3D7_1007500	PF3D7_1007500.1	PBANKA_1205700	
PF3D7_1007600	PF3D7_1007600.1	PBANKA_1205800	
PF3D7_1007900	PF3D7_1007900.1	PBANKA_1206100	
PF3D7_1008200	PF3D7_1008200.1	PBANKA_1206400	
PF3D7_1008400	PF3D7_1008400.1	PBANKA_1206600	
PF3D7_1008500	PF3D7_1008500.1	PBANKA_1206700	
PF3D7_1008700	PF3D7_1008700.1	PBANKA_1206900	
PF3D7_1008800	PF3D7_1008800.1	PBANKA_1207000	
PF3D7_1008900	PF3D7_1008900.1	PBANKA_1207200	
PF3D7_1009000	PF3D7_1009000.1	PBANKA_1207300	
PF3D7_1009100	PF3D7_1009100.1	PBANKA_1207400	
PF3D7_1009200	PF3D7_1009200.1	PBANKA_1207500	
PF3D7_1009300	PF3D7_1009300.1	PBANKA_1207600	
PF3D7_1009400	PF3D7_1009400.1	PBANKA_1207700	
PF3D7_1009500	PF3D7_1009500.1	PBANKA_1207800	
PF3D7_1009600	PF3D7_1009600.1	PBANKA_1207900	
PF3D7_1009700	PF3D7_1009700.1	PBANKA_1208000	
PF3D7_1009800	PF3D7_1009800.1	PBANKA_1208100	
PF3D7_1009900	PF3D7_1009900.1	PBANKA_1208300	
PF3D7_1010000	PF3D7_1010000.1	PBANKA_1208400	
PF3D7_1010100	PF3D7_1010100.1	PBANKA_1208500	
PF3D7_1010200	PF3D7_1010200.1	PBANKA_1208600	
PF3D7_1010300	PF3D7_1010300.1	PBANKA_1208700	
PF3D7_1010400	PF3D7_1010400.1	PBANKA_1208800	
PF3D7_1010500	PF3D7_1010500.1	PBANKA_1208900	
PF3D7_1010600	PF3D7_1010600.1	PBANKA_1209000	
PF3D7_1010700	PF3D7_1010700.1	PBANKA_1209100	
PF3D7_1010800	PF3D7_1010800.1	PBANKA_1209200	
PF3D7_1010900	PF3D7_1010900.1	PBANKA_1209300	
PF3D7_1011000	PF3D7_1011000.1	PBANKA_1209400	
PF3D7_1011100	PF3D7_1011100.1	PBANKA_1209500	
PF3D7_1011200	PF3D7_1011200.1	PBANKA_1209600	
PF3D7_1011200	PF3D7_1011200.2	PBANKA_1209600	
PF3D7_1011300	PF3D7_1011300.1	PBANKA_1209700	
PF3D7_1011400	PF3D7_1011400.1	PBANKA_1209800	
PF3D7_1011500	PF3D7_1011500.1	PBANKA_1209900	
